Year;Quarter;Unit;Economic Activity;GDP;Date
2023;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.06;2023-06
2023;Q3;Contribution to Growth rate in GDP Y-o-Y;Manufacturing : Manufacturing excluding petroleum refining;0.1;2023-09
2023;Q3;Contribution to Growth rate in GDP Y-o-Y;Electricity, Gas and Water;-0.06;2023-09
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Agriculture, Forestry & Fishing;0.2;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Mining & Quarrying;-4.83;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Manufacturing;-0.86;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Transport, Storage & Communication;0.21;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-2.96;2023-12
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Electricity, Gas and Water;0.02;2024-03
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Transport, Storage & Communication;0.25;2024-03
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Finance, Insurance, Real Estate & Business Services : Real Estate;0.17;2024-03
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Community, Social & Personal Services;0.35;2024-03
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Manufacturing;0.74;2024-06
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Manufacturing : Petroleum Refining;0.19;2024-06
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Finance, Insurance, Real Estate & Business Services;0.89;2024-06
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;0.68;2024-06
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Manufacturing : Manufacturing excluding petroleum refining;0.52;2024-09
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Finance, Insurance, Real Estate & Business Services : Real Estate;0.13;2024-09
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.27;2024-09
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Construction;0.51;2024-12
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Community, Social & Personal Services;0.19;2024-12
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Mining & Quarrying : Other Mining & Quarrying;0.01;2025-03
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Manufacturing;0.76;2025-03
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Community, Social & Personal Services;0.19;2025-03
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;3.68;2025-03
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Electricity, Gas and Water;0.19;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Wholesale & Retail Trade, Restaurants & hotels;0.76;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Transport, Storage & Communication;0.2;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;4.46;2025-06
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Manufacturing : Petroleum Refining;0.26;2025-12
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Manufacturing : Manufacturing excluding petroleum refining;0.48;2025-12
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.19;2025-12
2010;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;71.9;2010-03
2010;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;73.1;2010-03
2010;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;64.0;2010-03
2010;Q2;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;36.8;2010-06
2010;Q2;Implicit Price Index (Deflators);Construction;59.9;2010-06
2010;Q2;Implicit Price Index (Deflators);Gross Value Added;74.6;2010-06
2010;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;36.8;2010-09
2010;Q3;Implicit Price Index (Deflators);Electricity, Gas and Water;72.4;2010-09
2010;Q3;Implicit Price Index (Deflators);Construction;59.9;2010-09
2010;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;82.9;2010-09
2010;Q3;Implicit Price Index (Deflators);Government Activities;63.9;2010-09
2010;Q3;Implicit Price Index (Deflators);Net Taxes on Products;9.6;2010-09
2010;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;94.4;2010-12
2010;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;36.8;2010-12
2010;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;70.2;2010-12
2010;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;65.3;2010-12
2010;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;67.1;2010-12
2011;Q1;Implicit Price Index (Deflators);Mining & Quarrying;117.7;2011-03
2011;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;118.2;2011-03
2011;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;73.2;2011-03
2011;Q1;Implicit Price Index (Deflators);Manufacturing;59.7;2011-03
2011;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;75.2;2011-03
2011;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;74.0;2011-03
2011;Q2;Implicit Price Index (Deflators);Manufacturing;58.9;2011-06
2011;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;66.9;2011-06
2011;Q3;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;72.2;2011-09
2011;Q3;Implicit Price Index (Deflators);Construction;63.8;2011-09
2011;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;83.8;2011-09
2011;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;126.1;2011-12
2011;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;75.4;2011-12
2011;Q4;Implicit Price Index (Deflators);Government Activities;58.3;2011-12
2012;Q1;Implicit Price Index (Deflators);Mining & Quarrying;134.3;2012-03
2012;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;135.0;2012-03
2012;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;75.1;2012-03
2012;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;85.0;2012-03
2012;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;75.2;2012-06
2012;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;85.2;2012-06
2012;Q2;Implicit Price Index (Deflators);Gross Value Added;89.7;2012-06
2012;Q3;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;74.0;2012-09
2012;Q3;Implicit Price Index (Deflators);Electricity, Gas and Water;78.0;2012-09
2012;Q3;Implicit Price Index (Deflators);Construction;67.9;2012-09
2012;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;87.3;2012-09
2012;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;76.2;2012-09
2012;Q3;Implicit Price Index (Deflators);Gross Value Added;89.9;2012-09
2012;Q4;Implicit Price Index (Deflators);Manufacturing;62.5;2012-12
2012;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;76.9;2012-12
2012;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;77.5;2012-12
2012;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;76.7;2012-12
2013;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;75.5;2013-03
2013;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;78.9;2013-03
2013;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;80.6;2013-03
2013;Q1;Implicit Price Index (Deflators);Construction;74.0;2013-03
2013;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;78.1;2013-03
2013;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;79.5;2013-03
2013;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;86.5;2013-03
2013;Q1;Implicit Price Index (Deflators);Government Activities;68.7;2013-03
2013;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;79.1;2013-06
2013;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;78.4;2013-06
2013;Q2;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;87.6;2013-06
2013;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;78.7;2013-06
2013;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;87.6;2013-06
2013;Q2;Implicit Price Index (Deflators);Net Taxes on Products;11.4;2013-06
2013;Q3;Implicit Price Index (Deflators);Mining & Quarrying;115.2;2013-09
2013;Q3;Implicit Price Index (Deflators);Gross Value Added;89.5;2013-09
2013;Q3;Implicit Price Index (Deflators);Gross Domestic Product;85.8;2013-09
2013;Q4;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;76.6;2013-12
2013;Q4;Implicit Price Index (Deflators);Mining & Quarrying;118.5;2013-12
2013;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;83.9;2013-12
2013;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;79.9;2013-12
2013;Q4;Implicit Price Index (Deflators);Government Activities;60.5;2013-12
2014;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;77.1;2014-03
2014;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;88.8;2014-03
2014;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;94.1;2014-03
2014;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;89.0;2014-03
2014;Q1;Implicit Price Index (Deflators);Net Taxes on Products;8.1;2014-03
2014;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;121.1;2014-06
2014;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;81.9;2014-06
2014;Q2;Implicit Price Index (Deflators);Construction;77.3;2014-06
2014;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;82.7;2014-06
2014;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;88.9;2014-06
2014;Q2;Implicit Price Index (Deflators);Government Activities;75.6;2014-06
2014;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;83.2;2014-09
2014;Q3;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;96.1;2014-09
2014;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;89.7;2014-09
2014;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;83.0;2014-09
2014;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;79.9;2014-12
2014;Q4;Implicit Price Index (Deflators);Construction;75.9;2014-12
2014;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;86.8;2014-12
2014;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;86.0;2014-12
2014;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;81.4;2014-12
2015;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;97.6;2015-03
2015;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;91.8;2015-03
2015;Q1;Implicit Price Index (Deflators);Gross Domestic Product;73.8;2015-03
2015;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.8;2015-06
2015;Q2;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;99.4;2015-06
2015;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;93.4;2015-06
2015;Q3;Implicit Price Index (Deflators);Construction;80.0;2015-09
2015;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;87.2;2015-12
2016;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;34.9;2016-03
2016;Q1;Implicit Price Index (Deflators);Manufacturing;60.7;2016-03
2016;Q1;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;25.4;2016-03
2016;Q1;Implicit Price Index (Deflators);Gross Value Added;67.9;2016-03
2016;Q2;Implicit Price Index (Deflators);Manufacturing;60.7;2016-06
2016;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;83.7;2016-06
2016;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;91.8;2016-06
2016;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;86.2;2016-06
2016;Q2;Implicit Price Index (Deflators);Government Activities;92.2;2016-06
2016;Q3;Implicit Price Index (Deflators);Mining & Quarrying;50.5;2016-09
2016;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;25.4;2016-09
2016;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;85.0;2016-09
2016;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;83.9;2016-12
2016;Q4;Implicit Price Index (Deflators);Gross Domestic Product;70.3;2016-12
2017;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;89.9;2017-03
2017;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;100.2;2017-03
2017;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;92.5;2017-03
2017;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;83.6;2017-06
2017;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;92.5;2017-06
2017;Q2;Implicit Price Index (Deflators);Government Activities;93.4;2017-06
2017;Q3;Implicit Price Index (Deflators);Mining & Quarrying;57.6;2017-09
2017;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;57.1;2017-09
2017;Q3;Implicit Price Index (Deflators);Manufacturing;63.8;2017-09
2017;Q3;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;83.8;2017-09
2017;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;87.3;2017-12
2017;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;89.3;2017-12
2017;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;95.3;2017-12
2017;Q4;Implicit Price Index (Deflators);Net Taxes on Products;11.6;2017-12
2018;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.6;2018-03
2018;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;110.5;2018-03
2018;Q1;Implicit Price Index (Deflators);Construction;80.4;2018-03
2018;Q1;Implicit Price Index (Deflators);Government Activities;88.7;2018-03
2018;Q2;Implicit Price Index (Deflators);Mining & Quarrying;91.3;2018-06
2018;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.2;2018-06
2018;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;91.2;2018-06
2018;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;94.1;2018-06
2018;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;88.4;2018-06
2018;Q2;Implicit Price Index (Deflators);Government Activities;107.5;2018-06
2018;Q2;Implicit Price Index (Deflators);Net Taxes on Products;39.6;2018-06
2018;Q3;Implicit Price Index (Deflators);Mining & Quarrying;92.3;2018-09
2018;Q3;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.9;2018-09
2018;Q3;Implicit Price Index (Deflators);Electricity, Gas and Water;90.5;2018-09
2018;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;87.4;2018-09
2018;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.8;2018-12
2019;Q1;Implicit Price Index (Deflators);Manufacturing;71.5;2019-03
2019;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;95.8;2019-03
2019;Q2;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;77.8;2019-06
2019;Q2;Implicit Price Index (Deflators);Manufacturing;71.0;2019-06
2019;Q2;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;43.5;2019-06
2019;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;90.3;2019-06
2019;Q2;Implicit Price Index (Deflators);Government Activities;106.6;2019-06
2019;Q3;Implicit Price Index (Deflators);Manufacturing;69.7;2019-09
2019;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;94.9;2019-09
2019;Q3;Implicit Price Index (Deflators);Community, Social & Personal Services;96.7;2019-09
2019;Q3;Implicit Price Index (Deflators);Government Activities;108.8;2019-09
2019;Q3;Implicit Price Index (Deflators);Gross Domestic Product;85.8;2019-09
2019;Q4;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;83.4;2019-12
2019;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;88.0;2019-12
2019;Q4;Implicit Price Index (Deflators);Manufacturing;70.9;2019-12
2019;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;86.9;2019-12
2019;Q4;Implicit Price Index (Deflators);Electricity, Gas and Water;114.1;2019-12
2019;Q4;Implicit Price Index (Deflators);Transport, Storage & Communication;94.0;2019-12
2019;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;94.7;2019-12
2019;Q4;Implicit Price Index (Deflators);Gross Value Added;85.3;2019-12
2020;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;80.5;2020-03
2020;Q1;Implicit Price Index (Deflators);Mining & Quarrying;54.1;2020-03
2020;Q1;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;44.8;2020-03
2020;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;110.3;2020-03
2020;Q1;Implicit Price Index (Deflators);Net Taxes on Products;50.8;2020-03
2020;Q1;Implicit Price Index (Deflators);Gross Domestic Product;76.0;2020-03
2020;Q2;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;23.8;2020-06
2020;Q2;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;90.0;2020-06
2020;Q2;Implicit Price Index (Deflators);Electricity, Gas and Water;100.0;2020-06
2020;Q2;Implicit Price Index (Deflators);Construction;83.8;2020-06
2020;Q2;Implicit Price Index (Deflators);Gross Domestic Product;71.5;2020-06
2020;Q3;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;80.7;2020-09
2020;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;91.1;2020-09
2020;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;90.6;2020-09
2020;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;87.9;2020-09
2020;Q4;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;84.5;2020-12
2020;Q4;Implicit Price Index (Deflators);Manufacturing;66.1;2020-12
2020;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;35.4;2020-12
2020;Q4;Implicit Price Index (Deflators);Construction;88.8;2020-12
2020;Q4;Implicit Price Index (Deflators);Transport, Storage & Communication;93.8;2020-12
2020;Q4;Implicit Price Index (Deflators);Community, Social & Personal Services;95.8;2020-12
2020;Q4;Implicit Price Index (Deflators);Net Taxes on Products;79.6;2020-12
2021;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;75.1;2021-03
2021;Q1;Implicit Price Index (Deflators);Manufacturing;74.4;2021-03
2021;Q1;Implicit Price Index (Deflators);Electricity, Gas and Water;116.6;2021-03
2021;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;89.7;2021-03
2021;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;97.9;2021-06
2021;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;92.8;2021-06
2021;Q3;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;95.8;2021-09
2021;Q3;Implicit Price Index (Deflators);Construction;94.9;2021-09
2021;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;98.3;2021-12
2021;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;91.0;2021-12
2022;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;92.7;2022-03
2022;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;90.3;2022-03
2022;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;94.2;2022-03
2022;Q1;Implicit Price Index (Deflators);Government Activities;91.4;2022-03
2022;Q1;Implicit Price Index (Deflators);Net Taxes on Products;94.4;2022-03
2022;Q1;Implicit Price Index (Deflators);Gross Domestic Product;97.5;2022-03
2022;Q2;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;95.8;2022-06
2022;Q2;Implicit Price Index (Deflators);Electricity, Gas and Water;95.0;2022-06
2022;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;94.3;2022-06
2022;Q2;Implicit Price Index (Deflators);Gross Domestic Product;110.3;2022-06
2022;Q3;Implicit Price Index (Deflators);Construction;96.9;2022-09
2022;Q3;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;99.2;2022-09
2022;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;93.4;2022-09
2022;Q3;Implicit Price Index (Deflators);Net Taxes on Products;91.3;2022-09
2022;Q3;Implicit Price Index (Deflators);Gross Domestic Product;104.0;2022-09
2022;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;98.4;2022-12
2022;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;104.2;2022-12
2022;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;94.6;2022-12
2022;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;93.4;2022-12
2022;Q4;Implicit Price Index (Deflators);Government Activities;91.6;2022-12
2023;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;99.8;2023-03
2023;Q1;Implicit Price Index (Deflators);Mining & Quarrying;99.2;2023-03
2023;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;99.2;2023-03
2023;Q1;Implicit Price Index (Deflators);Construction;100.0;2023-03
2023;Q2;Implicit Price Index (Deflators);Mining & Quarrying;91.2;2023-06
2023;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;98.8;2023-06
2023;Q2;Implicit Price Index (Deflators);Transport, Storage & Communication;99.7;2023-06
2023;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;101.8;2023-06
2023;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;98.9;2023-06
2023;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;104.4;2023-06
2023;Q2;Implicit Price Index (Deflators);Community, Social & Personal Services;100.0;2023-06
2023;Q2;Implicit Price Index (Deflators);Government Activities;110.2;2023-06
2023;Q2;Implicit Price Index (Deflators);Gross Value Added;99.1;2023-06
2023;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;108.0;2023-09
2023;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;96.1;2023-09
2023;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;102.7;2023-12
2023;Q4;Implicit Price Index (Deflators);Manufacturing;106.9;2023-12
2023;Q4;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;108.3;2023-12
2023;Q4;Implicit Price Index (Deflators);Electricity, Gas and Water;115.3;2023-12
2023;Q4;Implicit Price Index (Deflators);Community, Social & Personal Services;98.7;2023-12
2023;Q4;Implicit Price Index (Deflators);Gross Value Added;100.7;2023-12
2024;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;99.6;2024-03
2024;Q1;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;94.2;2024-03
2024;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;101.4;2024-03
2024;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;104.4;2024-03
2024;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;101.5;2024-06
2024;Q2;Implicit Price Index (Deflators);Gross Domestic Product;103.3;2024-06
2024;Q3;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;100.4;2024-09
2024;Q3;Implicit Price Index (Deflators);Gross Domestic Product;99.9;2024-09
2024;Q4;Implicit Price Index (Deflators);Mining & Quarrying;85.4;2024-12
2024;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;97.6;2024-12
2024;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;104.9;2024-12
2024;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;100.0;2024-12
2025;Q1;Implicit Price Index (Deflators);Construction;103.2;2025-03
2025;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;111.3;2025-03
2025;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;116.5;2025-03
2025;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;107.0;2025-03
2025;Q2;Implicit Price Index (Deflators);Electricity, Gas and Water;94.9;2025-06
2025;Q2;Implicit Price Index (Deflators);Gross Domestic Product;98.4;2025-06
2025;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;86.1;2025-09
2025;Q3;Implicit Price Index (Deflators);Electricity, Gas and Water;90.5;2025-09
2025;Q3;Implicit Price Index (Deflators);Construction;102.1;2025-09
2025;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;102.6;2025-09
2025;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;83.1;2025-12
2025;Q4;Implicit Price Index (Deflators);Electricity, Gas and Water;136.6;2025-12
2025;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;101.8;2025-12
2010;Q1;Index;Manufacturing;51.4;2010-03
2010;Q1;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;53.2;2010-03
2010;Q2;Index;Agriculture, Forestry & Fishing;66.8;2010-06
