Year;Quarter;Unit;Economic Activity;GDP;Date
2024;Q2;Growth Rates Q-o-Q;Net Taxes on Products;-0.72;2024-06
2024;Q2;Growth Rates Q-o-Q;Gross Domestic Product;1.11;2024-06
2024;Q3;Growth Rates Q-o-Q;Oil Activities;-0.25;2024-09
2024;Q3;Growth Rates Q-o-Q;Non-Oil Activities;1.06;2024-09
2024;Q4;Growth Rates Q-o-Q;Gross Domestic Product;1.01;2024-12
2025;Q2;Growth Rates Q-o-Q;Oil Activities;5.55;2025-06
2025;Q2;Growth Rates Q-o-Q;Gross Domestic Product;1.9;2025-06
2025;Q3;Growth Rates Q-o-Q;Oil Activities;3.26;2025-09
2025;Q4;Growth Rates Q-o-Q;Gross Value Added;1.45;2025-12
2025;Q4;Growth Rates Q-o-Q;Gross Domestic Product;1.41;2025-12
2012;Q1;Contribution to Growth rate in GDP Q-o-Q;Government Activities;-0.08;2012-03
2012;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.21;2012-06
2012;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.45;2012-06
2012;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.59;2012-09
2012;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.05;2012-09
2012;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.0;2012-12
2013;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.31;2013-03
2013;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.02;2013-03
2013;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.4;2013-06
2013;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.11;2013-06
2013;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;2.11;2013-09
2013;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;2.21;2013-09
2013;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.58;2013-12
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.21;2014-09
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.09;2014-09
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.57;2014-09
2014;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.05;2014-12
2015;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.05;2015-03
2015;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;2.08;2015-06
2015;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.1;2015-06
2015;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.09;2015-09
2016;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.02;2016-06
2016;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.14;2016-09
2017;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.46;2017-03
2017;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.35;2017-03
2017;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.11;2017-03
2017;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.46;2017-03
2017;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.0;2017-06
2017;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.96;2017-09
2017;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.06;2017-12
2017;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.88;2017-12
2017;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.14;2017-12
2018;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.36;2018-03
2018;Q1;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.11;2018-03
2018;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.06;2018-03
2018;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.44;2018-09
2018;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.48;2018-09
2019;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.23;2019-03
2019;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.07;2019-06
2019;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.12;2019-06
2019;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.03;2019-09
2019;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.04;2019-12
2020;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-5.07;2020-06
2020;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.78;2020-12
2020;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.93;2020-12
2021;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;2.09;2021-03
2021;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.6;2021-03
2021;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.03;2021-06
2021;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.28;2021-12
2022;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;3.72;2022-03
2022;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.42;2022-09
2022;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.07;2022-09
2022;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.31;2022-09
2023;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.78;2023-06
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.31;2023-12
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.15;2024-06
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.06;2024-09
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.14;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.02;2025-06
2010;Q3;Index;Net Taxes on Products;64.2;2010-09
2010;Q3;Index;Gross Domestic Product;59.5;2010-09
2011;Q1;Index;Non-Oil Activities;51.1;2011-03
2011;Q2;Index;Oil Activities;90.7;2011-06
2011;Q3;Index;Oil Activities;93.5;2011-09
2011;Q3;Index;Gross Domestic Product;68.4;2011-09
2011;Q4;Index;Oil Activities;95.6;2011-12
2011;Q4;Index;Government Activities;77.8;2011-12
2012;Q1;Index;Net Taxes on Products;87.1;2012-03
2012;Q3;Index;Non-Oil Activities;56.9;2012-09
2012;Q4;Index;Oil Activities;92.8;2012-12
2012;Q4;Index;Non-Oil Activities;57.9;2012-12
2012;Q4;Index;Gross Value Added;71.1;2012-12
2012;Q4;Index;Net Taxes on Products;87.5;2012-12
2013;Q1;Index;Net Taxes on Products;89.8;2013-03
2013;Q3;Index;Non-Oil Activities;61.6;2013-09
2013;Q3;Index;Government Activities;82.2;2013-09
2013;Q3;Index;Gross Domestic Product;74.9;2013-09
2013;Q4;Index;Oil Activities;96.1;2013-12
2013;Q4;Index;Gross Value Added;75.1;2013-12
2014;Q1;Index;Non-Oil Activities;64.0;2014-03
2014;Q1;Index;Gross Domestic Product;76.6;2014-03
2014;Q2;Index;Oil Activities;96.9;2014-06
2014;Q2;Index;Gross Value Added;76.6;2014-06
2014;Q3;Index;Net Taxes on Products;98.4;2014-09
2014;Q4;Index;Net Taxes on Products;91.9;2014-12
2015;Q1;Index;Non-Oil Activities;67.8;2015-03
2015;Q1;Index;Gross Domestic Product;79.2;2015-03
2015;Q3;Index;Government Activities;89.2;2015-09
2015;Q4;Index;Gross Value Added;80.8;2015-12
2016;Q2;Index;Non-Oil Activities;69.6;2016-06
2016;Q2;Index;Gross Domestic Product;81.5;2016-06
2016;Q3;Index;Gross Value Added;81.9;2016-09
2016;Q4;Index;Gross Domestic Product;82.0;2016-12
2017;Q1;Index;Net Taxes on Products;70.5;2017-03
2017;Q3;Index;Gross Domestic Product;82.9;2017-09
2017;Q4;Index;Government Activities;91.0;2017-12
2017;Q4;Index;Net Taxes on Products;77.4;2017-12
2018;Q1;Index;Gross Domestic Product;84.0;2018-03
2018;Q2;Index;Oil Activities;104.3;2018-06
2018;Q2;Index;Gross Domestic Product;85.0;2018-06
2018;Q3;Index;Net Taxes on Products;69.0;2018-09
2018;Q4;Index;Gross Value Added;87.0;2018-12
2019;Q1;Index;Gross Domestic Product;86.7;2019-03
2019;Q2;Index;Oil Activities;101.0;2019-06
2019;Q3;Index;Non-Oil Activities;78.1;2019-09
2019;Q4;Index;Government Activities;94.1;2019-12
2019;Q4;Index;Net Taxes on Products;85.5;2019-12
2020;Q1;Index;Non-Oil Activities;76.5;2020-03
2020;Q1;Index;Gross Value Added;85.4;2020-03
2020;Q1;Index;Net Taxes on Products;82.9;2020-03
2020;Q2;Index;Government Activities;94.1;2020-06
2020;Q2;Index;Gross Domestic Product;80.9;2020-06
2020;Q3;Index;Government Activities;93.4;2020-09
2020;Q3;Index;Gross Value Added;83.2;2020-09
2020;Q3;Index;Gross Domestic Product;82.9;2020-09
2020;Q4;Index;Oil Activities;93.4;2020-12
2020;Q4;Index;Gross Value Added;84.7;2020-12
2021;Q1;Index;Government Activities;94.0;2021-03
2021;Q1;Index;Net Taxes on Products;80.7;2021-03
2021;Q4;Index;Gross Value Added;92.8;2021-12
2022;Q1;Index;Non-Oil Activities;89.3;2022-03
2022;Q1;Index;Gross Value Added;96.5;2022-03
2022;Q1;Index;Gross Domestic Product;96.3;2022-03
2022;Q2;Index;Gross Value Added;99.1;2022-06
2022;Q4;Index;Net Taxes on Products;94.5;2022-12
2022;Q4;Index;Gross Domestic Product;101.5;2022-12
2023;Q2;Index;Net Taxes on Products;98.5;2023-06
2023;Q3;Index;Gross Value Added;98.4;2023-09
2023;Q4;Index;Government Activities;101.6;2023-12
2024;Q1;Index;Government Activities;101.3;2024-03
2024;Q2;Index;Non-Oil Activities;105.3;2024-06
2024;Q2;Index;Gross Domestic Product;102.3;2024-06
2024;Q4;Index;Non-Oil Activities;108.3;2024-12
2025;Q1;Index;Gross Value Added;104.6;2025-03
2025;Q2;Index;Government Activities;103.6;2025-06
2010;Q3;Million of Saudi Riyals;Net Taxes on Products;37978.0;2010-09
2010;Q3;Million of Saudi Riyals;Gross Domestic Product;679255.0;2010-09
2011;Q1;Million of Saudi Riyals;Gross Domestic Product;745909.0;2011-03
2011;Q2;Million of Saudi Riyals;Gross Value Added;730973.0;2011-06
2011;Q2;Million of Saudi Riyals;Gross Domestic Product;768835.0;2011-06
2011;Q3;Million of Saudi Riyals;Gross Domestic Product;780920.0;2011-09
2012;Q2;Million of Saudi Riyals;Non-Oil Activities;340578.0;2012-06
2012;Q2;Million of Saudi Riyals;Gross Domestic Product;822395.0;2012-06
2013;Q2;Million of Saudi Riyals;Net Taxes on Products;56944.0;2013-06
2013;Q3;Million of Saudi Riyals;Government Activities;127709.0;2013-09
2013;Q4;Million of Saudi Riyals;Gross Value Added;813252.0;2013-12
2013;Q4;Million of Saudi Riyals;Gross Domestic Product;855741.0;2013-12
2014;Q1;Million of Saudi Riyals;Non-Oil Activities;388973.0;2014-03
2014;Q1;Million of Saudi Riyals;Gross Value Added;831584.0;2014-03
2014;Q1;Million of Saudi Riyals;Gross Domestic Product;874856.0;2014-03
2014;Q2;Million of Saudi Riyals;Non-Oil Activities;393790.0;2014-06
2014;Q2;Million of Saudi Riyals;Net Taxes on Products;51085.0;2014-06
2014;Q2;Million of Saudi Riyals;Gross Domestic Product;872687.0;2014-06
2014;Q3;Million of Saudi Riyals;Oil Activities;307430.0;2014-09
2014;Q3;Million of Saudi Riyals;Net Taxes on Products;58237.0;2014-09
2014;Q4;Million of Saudi Riyals;Non-Oil Activities;403742.0;2014-12
2015;Q1;Million of Saudi Riyals;Gross Domestic Product;905172.0;2015-03
2015;Q3;Million of Saudi Riyals;Gross Domestic Product;920533.0;2015-09
2015;Q4;Million of Saudi Riyals;Gross Value Added;875699.0;2015-12
2016;Q1;Million of Saudi Riyals;Oil Activities;337524.0;2016-03
2016;Q1;Million of Saudi Riyals;Gross Value Added;887650.0;2016-03
2016;Q1;Million of Saudi Riyals;Net Taxes on Products;48844.0;2016-03
2016;Q2;Million of Saudi Riyals;Gross Domestic Product;931118.0;2016-06
2016;Q4;Million of Saudi Riyals;Non-Oil Activities;425626.0;2016-12
2017;Q1;Million of Saudi Riyals;Net Taxes on Products;41728.0;2017-03
2017;Q2;Million of Saudi Riyals;Gross Value Added;892524.0;2017-06
2017;Q3;Million of Saudi Riyals;Government Activities;140216.0;2017-09
2017;Q3;Million of Saudi Riyals;Gross Value Added;904008.0;2017-09
2017;Q4;Million of Saudi Riyals;Gross Domestic Product;957271.0;2017-12
2018;Q2;Million of Saudi Riyals;Non-Oil Activities;449806.0;2018-06
2018;Q2;Million of Saudi Riyals;Gross Domestic Product;971629.0;2018-06
2018;Q3;Million of Saudi Riyals;Gross Value Added;930621.0;2018-09
2018;Q4;Million of Saudi Riyals;Oil Activities;347299.0;2018-12
2018;Q4;Million of Saudi Riyals;Government Activities;145268.0;2018-12
2018;Q4;Million of Saudi Riyals;Gross Domestic Product;989329.0;2018-12
2019;Q3;Million of Saudi Riyals;Oil Activities;315729.0;2019-09
2019;Q3;Million of Saudi Riyals;Non-Oil Activities;474788.0;2019-09
2019;Q4;Million of Saudi Riyals;Non-Oil Activities;476376.0;2019-12
2019;Q4;Million of Saudi Riyals;Government Activities;146333.0;2019-12
2019;Q4;Million of Saudi Riyals;Gross Value Added;945916.0;2019-12
2020;Q1;Million of Saudi Riyals;Gross Value Added;924977.0;2020-03
2020;Q1;Million of Saudi Riyals;Gross Domestic Product;973145.0;2020-03
2020;Q3;Million of Saudi Riyals;Non-Oil Activities;465448.0;2020-09
2020;Q4;Million of Saudi Riyals;Non-Oil Activities;472995.0;2020-12
2020;Q4;Million of Saudi Riyals;Gross Domestic Product;965512.0;2020-12
2021;Q1;Million of Saudi Riyals;Government Activities;146184.0;2021-03
2021;Q2;Million of Saudi Riyals;Gross Value Added;943248.0;2021-06
2021;Q4;Million of Saudi Riyals;Gross Value Added;1005300.0;2021-12
2022;Q1;Million of Saudi Riyals;Government Activities;152061.0;2022-03
2022;Q2;Million of Saudi Riyals;Government Activities;153513.0;2022-06
2022;Q2;Million of Saudi Riyals;Net Taxes on Products;55090.0;2022-06
2022;Q2;Million of Saudi Riyals;Gross Domestic Product;1129342.0;2022-06
2022;Q3;Million of Saudi Riyals;Government Activities;154228.0;2022-09
2022;Q4;Million of Saudi Riyals;Non-Oil Activities;589639.0;2022-12
2022;Q4;Million of Saudi Riyals;Government Activities;155220.0;2022-12
2023;Q1;Million of Saudi Riyals;Gross Value Added;1100968.0;2023-03
2023;Q2;Million of Saudi Riyals;Non-Oil Activities;603573.0;2023-06
2023;Q3;Million of Saudi Riyals;Non-Oil Activities;610972.0;2023-09
2023;Q4;Million of Saudi Riyals;Non-Oil Activities;620581.0;2023-12
2024;Q1;Million of Saudi Riyals;Oil Activities;305752.0;2024-03
2024;Q1;Million of Saudi Riyals;Net Taxes on Products;60874.0;2024-03
2024;Q2;Million of Saudi Riyals;Net Taxes on Products;60437.0;2024-06
2024;Q3;Million of Saudi Riyals;Oil Activities;305756.0;2024-09
2024;Q4;Million of Saudi Riyals;Non-Oil Activities;658671.0;2024-12
2024;Q4;Million of Saudi Riyals;Government Activities;162453.0;2024-12
2024;Q4;Million of Saudi Riyals;Gross Value Added;1126060.0;2024-12
2024;Q4;Million of Saudi Riyals;Gross Domestic Product;1189412.0;2024-12
2025;Q1;Million of Saudi Riyals;Oil Activities;303743.0;2025-03
2025;Q2;Million of Saudi Riyals;Net Taxes on Products;63624.0;2025-06
2025;Q3;Million of Saudi Riyals;Government Activities;162433.0;2025-09
2025;Q3;Million of Saudi Riyals;Gross Value Added;1169303.0;2025-09
2025;Q3;Million of Saudi Riyals;Net Taxes on Products;65065.0;2025-09
2025;Q3;Million of Saudi Riyals;Gross Domestic Product;1234365.0;2025-09
2025;Q4;Million of Saudi Riyals;Gross Value Added;1186235.0;2025-12
2010;Q3;Growth Rates Q-o-Q;Oil Activities;-4.06;2010-09
2010;Q3;Growth Rates Q-o-Q;Gross Domestic Product;-0.17;2010-09
2011;Q1;Growth Rates Q-o-Q;Oil Activities;-4.35;2011-03
2011;Q2;Growth Rates Q-o-Q;Non-Oil Activities;3.51;2011-06
2011;Q2;Growth Rates Q-o-Q;Government Activities;2.32;2011-06
2011;Q3;Growth Rates Q-o-Q;Gross Domestic Product;1.57;2011-09
2011;Q4;Growth Rates Q-o-Q;Net Taxes on Products;-7.13;2011-12
2011;Q4;Growth Rates Q-o-Q;Gross Domestic Product;2.26;2011-12
2012;Q3;Growth Rates Q-o-Q;Government Activities;8.74;2012-09
2012;Q3;Growth Rates Q-o-Q;Gross Value Added;-0.22;2012-09
2012;Q3;Growth Rates Q-o-Q;Net Taxes on Products;-5.91;2012-09
2012;Q3;Growth Rates Q-o-Q;Gross Domestic Product;-0.27;2012-09
2012;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.81;2012-12
2013;Q1;Growth Rates Q-o-Q;Gross Domestic Product;1.09;2013-03
2013;Q2;Growth Rates Q-o-Q;Non-Oil Activities;1.25;2013-06
2013;Q2;Growth Rates Q-o-Q;Net Taxes on Products;7.1;2013-06
2013;Q3;Growth Rates Q-o-Q;Gross Domestic Product;2.21;2013-09
2013;Q4;Growth Rates Q-o-Q;Government Activities;4.39;2013-12
2014;Q1;Growth Rates Q-o-Q;Non-Oil Activities;2.31;2014-03
2014;Q2;Growth Rates Q-o-Q;Government Activities;1.09;2014-06
2014;Q2;Growth Rates Q-o-Q;Gross Value Added;-0.21;2014-06
2014;Q3;Growth Rates Q-o-Q;Government Activities;1.68;2014-09
2014;Q3;Growth Rates Q-o-Q;Gross Domestic Product;0.57;2014-09
2015;Q2;Growth Rates Q-o-Q;Oil Activities;5.19;2015-06
2015;Q4;Growth Rates Q-o-Q;Government Activities;-1.36;2015-12
2016;Q1;Growth Rates Q-o-Q;Government Activities;2.31;2016-03
2016;Q2;Growth Rates Q-o-Q;Non-Oil Activities;0.39;2016-06
2016;Q2;Growth Rates Q-o-Q;Government Activities;-1.42;2016-06
2016;Q3;Growth Rates Q-o-Q;Non-Oil Activities;0.03;2016-09
2016;Q3;Growth Rates Q-o-Q;Net Taxes on Products;-16.94;2016-09
2016;Q4;Growth Rates Q-o-Q;Non-Oil Activities;0.56;2016-12
2016;Q4;Growth Rates Q-o-Q;Gross Value Added;0.57;2016-12
2017;Q1;Growth Rates Q-o-Q;Government Activities;-1.33;2017-03
2017;Q1;Growth Rates Q-o-Q;Net Taxes on Products;-11.48;2017-03
2017;Q3;Growth Rates Q-o-Q;Government Activities;3.22;2017-09
2017;Q3;Growth Rates Q-o-Q;Net Taxes on Products;-15.67;2017-09
2017;Q3;Growth Rates Q-o-Q;Gross Domestic Product;1.11;2017-09
2017;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.33;2017-12
2017;Q4;Growth Rates Q-o-Q;Net Taxes on Products;16.08;2017-12
2017;Q4;Growth Rates Q-o-Q;Gross Domestic Product;1.02;2017-12
2019;Q3;Growth Rates Q-o-Q;Gross Value Added;-0.57;2019-09
2020;Q1;Growth Rates Q-o-Q;Non-Oil Activities;-2.33;2020-03
2020;Q1;Growth Rates Q-o-Q;Net Taxes on Products;-3.13;2020-03
2020;Q3;Growth Rates Q-o-Q;Government Activities;-0.77;2020-09
2020;Q3;Growth Rates Q-o-Q;Net Taxes on Products;9.38;2020-09
2021;Q1;Growth Rates Q-o-Q;Non-Oil Activities;3.43;2021-03
2021;Q1;Growth Rates Q-o-Q;Gross Value Added;1.67;2021-03
2021;Q2;Growth Rates Q-o-Q;Non-Oil Activities;1.77;2021-06
2021;Q3;Growth Rates Q-o-Q;Oil Activities;10.83;2021-09
2021;Q3;Growth Rates Q-o-Q;Government Activities;2.61;2021-09
2021;Q3;Growth Rates Q-o-Q;Gross Domestic Product;4.05;2021-09
2022;Q1;Growth Rates Q-o-Q;Non-Oil Activities;3.53;2022-03
2022;Q1;Growth Rates Q-o-Q;Government Activities;2.5;2022-03
2022;Q2;Growth Rates Q-o-Q;Oil Activities;2.15;2022-06
2022;Q2;Growth Rates Q-o-Q;Government Activities;0.96;2022-06
2022;Q3;Growth Rates Q-o-Q;Non-Oil Activities;2.82;2022-09
2022;Q3;Growth Rates Q-o-Q;Gross Value Added;2.46;2022-09
2022;Q3;Growth Rates Q-o-Q;Net Taxes on Products;0.31;2022-09
2022;Q3;Growth Rates Q-o-Q;Gross Domestic Product;2.33;2022-09
2022;Q4;Growth Rates Q-o-Q;Net Taxes on Products;1.27;2022-12
2023;Q2;Growth Rates Q-o-Q;Government Activities;-0.8;2023-06
2023;Q2;Growth Rates Q-o-Q;Net Taxes on Products;-1.15;2023-06
2023;Q3;Growth Rates Q-o-Q;Oil Activities;-10.53;2023-09
2023;Q3;Growth Rates Q-o-Q;Gross Domestic Product;-2.62;2023-09
2023;Q4;Growth Rates Q-o-Q;Gross Domestic Product;0.27;2023-12
2024;Q1;Growth Rates Q-o-Q;Gross Value Added;2.39;2024-03
2024;Q2;Growth Rates Q-o-Q;Gross Value Added;1.22;2024-06
2024;Q3;Growth Rates Q-o-Q;Gross Value Added;0.6;2024-09
2024;Q3;Growth Rates Q-o-Q;Gross Domestic Product;0.78;2024-09
2024;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.76;2024-12
2025;Q1;Growth Rates Q-o-Q;Non-Oil Activities;1.12;2025-03
2025;Q1;Growth Rates Q-o-Q;Government Activities;0.2;2025-03
2025;Q2;Growth Rates Q-o-Q;Gross Value Added;1.99;2025-06
2025;Q3;Growth Rates Q-o-Q;Non-Oil Activities;0.35;2025-09
2025;Q3;Growth Rates Q-o-Q;Net Taxes on Products;2.26;2025-09
2012;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.13;2012-06
2012;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.41;2012-06
2012;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.84;2012-09
2012;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.22;2012-09
2012;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.27;2012-09
2012;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.35;2012-12
2012;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-1.13;2012-12
2012;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-1.13;2012-12
2013;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.25;2013-09
2013;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.03;2013-12
2014;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.99;2014-03
2014;Q1;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.02;2014-03
2014;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.24;2014-03
2014;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;2.23;2014-03
2014;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.52;2014-06
2014;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.14;2014-06
2014;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.21;2014-06
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.33;2014-09
2014;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.14;2014-12
2015;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;-0.15;2015-06
2015;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.73;2015-06
2015;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.01;2015-09
2015;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.04;2015-09
2015;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.18;2015-12
2015;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.04;2015-12
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.11;2016-03
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.35;2016-03
2016;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.08;2016-06
2016;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.26;2016-06
2016;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.21;2016-09
2017;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.55;2017-03
2017;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.55;2017-06
2017;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.16;2017-09
2017;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.78;2017-12
2018;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.41;2018-09
2018;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.3;2018-12
2018;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.4;2018-12
2019;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.03;2019-03
2019;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.19;2019-03
2019;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.03;2019-06
2019;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.24;2019-06
2019;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.19;2019-06
2019;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.96;2019-12
2019;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.09;2019-12
2019;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.14;2019-12
2020;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-2.24;2020-03
2020;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;-3.78;2020-06
2020;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.17;2020-06
2020;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.23;2020-09
2020;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.95;2020-12
2021;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.0;2021-03
2021;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.06;2021-06
2021;Q3;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;1.84;2021-09
2021;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.6;2021-09
2021;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;3.94;2021-09
2021;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.11;2021-09
2021;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.8;2021-12
2022;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;4.19;2022-03
2022;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;2.33;2022-09
